code,name,market,market_cap,shares,avg_trdval_60d,listed_days
005930,삼성전자,KOSPI,2107583438184000,5846278608,6819904932556,133
000660,SK하이닉스,KOSPI,1681977581400000,712702365,6804757746526,133
005935,삼성전자우,KOSPI,185748933494500,802371203,801039958988,133
402340,SK스퀘어,KOSPI,177615987556000,131958386,641605691252,133
005380,현대차,KOSPI,149268411414000,204757766,943574128014,133
009150,삼성전기,KOSPI,135419670848000,74693696,914192894318,133
373220,LG에너지솔루션,KOSPI,103545000000000,234000000,207756970098,133
032830,삼성생명,KOSPI,96000000000000,200000000,118454398089,133
028260,삼성물산,KOSPI,78732360575500,162167581,190132464902,133
329180,HD현대중공업,KOSPI,70638904425000,104961225,285486020554,133
012330,현대모비스,KOSPI,68866030497000,90732583,319247737479,133
000270,기아,KOSPI,65901714062400,390412998,228640962359,133
034020,두산에너빌리티,KOSPI,64056114600000,640561146,495824671655,133
066570,LG전자,KOSPI,63932220415000,162884638,442590055076,133
207940,삼성바이오로직스,KOSPI,63279730017000,46290951,82755368883,133
105560,KB금융,KOSPI,58388381253000,372850455,185567480876,133
012450,한화에어로스페이스,KOSPI,55172839070000,51563401,335032605079,133
006400,삼성SDI,KOSPI,48512489060000,80585530,459812740366,133
034730,SK,KOSPI,48431805604000,72502703,107536648154,133
055550,신한지주,KOSPI,45756680400400,474654361,129896446103,133
035420,NAVER,KOSPI,44003094168000,156873776,297343743242,133
068270,셀트리온,KOSPI,41736787873900,222122341,113906184296,133
010120,LS ELECTRIC,KOSPI,36225000000000,150000000,257275099412,133
267260,HD현대일렉트릭,KOSPI,35866899325000,36047135,180790236178,133
042660,한화오션,KOSPI,35543953704000,306413394,226338839400,133
298040,효성중공업,KOSPI,33046198112000,9324548,181849494053,133
006800,미래에셋증권,KOSPI,32342965664000,559566880,266358904959,133
086790,하나금융지주,KOSPI,32101026516000,274367748,104287848402,133
005490,POSCO홀딩스,KOSPI,31617369273000,79241527,206187002169,133
000150,두산,KOSPI,31059775530000,16193835,131369182916,133
011070,LG이노텍,KOSPI,29631217964000,23667107,265156681395,133
000810,삼성화재,KOSPI,28619030193000,44647473,80617250481,133
010130,고려아연,KOSPI,27594065018000,20872969,56941248955,133
009540,HD한국조선해양,KOSPI,27141489986000,70773116,100555196284,133
017670,SK텔레콤,KOSPI,26891714635600,214790053,113399083606,133
042700,한미반도체,KOSPI,26258511100000,95312200,353340726562,133
051910,LG화학,KOSPI,25060281765000,70592343,129628368436,133
307950,현대오토에버,KOSPI,24626735836000,27423982,131949131095,133
010140,삼성중공업,KOSPI,24376000000000,880000000,199607868463,133
015760,한국전력,KOSPI,24234143906750,641964077,111488415317,133
018260,삼성에스디에스,KOSPI,23252028900000,77377800,123117251369,133
064350,현대로템,KOSPI,22155885479000,109142293,182594267405,133
316140,우리금융지주,KOSPI,21948881968000,734076320,73238516208,133
267250,HD현대,KOSPI,21841588002500,78993085,48600156340,133
003550,LG,KOSPI,21591021900000,154221585,77675261053,133
003670,포스코퓨처엠,KOSPI,19790533950000,88946220,95040971688,133
096770,SK이노베이션,KOSPI,19660839244400,169052788,87589237245,133
247540,에코프로비엠,KOSDAQ,19370425932000,97830434,127729016400,133
033780,KT&G,KOSPI,19163410177600,103810456,50710216177,133
196170,알테오젠,KOSDAQ,19130324451000,53586343,149885205250,133
035720,카카오,KOSPI,18793935625700,441690614,89878061198,133
011200,HMM,KOSPI,18402572794700,943237970,32006695017,133
272210,한화시스템,KOSPI,18400748488600,188919389,187890205405,133
138040,메리츠금융지주,KOSPI,17755545665300,167347273,32009573842,133
086520,에코프로,KOSDAQ,17325036995200,135776152,224878076175,133
086280,현대글로비스,KOSPI,16612500000000,75000000,78262440511,133
024110,기업은행,KOSPI,16227616434150,797425869,29820680624,133
079550,LIG디펜스앤에어로스페이스,KOSPI,15972000000000,22000000,346319766440,133
278470,에이피알,KOSPI,15012700155000,37438155,127824060103,133
000720,현대건설,KOSPI,14943943663000,111355765,212760905939,133
277810,레인보우로보틱스,KOSDAQ,14802091654000,19399858,143260057983,133
047810,한국항공우주,KOSPI,14328840729000,97475107,128714073139,133
030200,KT,KOSPI,13583968821500,252021685,27917588301,133
071050,한국금융지주,KOSPI,13457827068000,55725992,74429995176,133
006260,LS,KOSPI,13275600000000,31200000,93287357299,133
064400,LG씨엔에스,KOSPI,13147423143600,96885948,145726687505,133
010950,S-Oil,KOSPI,12192716373600,112582792,77940551660,133
259960,크래프톤,KOSPI,11626522236000,46136993,41949582902,133
0126Z0,삼성에피스홀딩스,KOSPI,11545734736000,24883049,31486405504,127
005940,NH투자증권,KOSPI,10921954909850,356344369,34530172030,133
454910,두산로보틱스,KOSPI,10805490666000,64819980,127012543420,133
016360,삼성증권,KOSPI,10769580000000,89300000,78548173858,133
047050,포스코인터내셔널,KOSPI,10537775001200,175922788,76794798125,133
323410,카카오뱅크,KOSPI,10496649614000,477120437,21695924184,133
443060,HD현대마린솔루션,KOSPI,10177195420000,44833460,62899504536,133
007660,이수페타시스,KOSPI,10005676549700,73409219,169524093557,133
005387,현대차2우B,KOSPI,9859828260000,34963930,63124909780,133
028050,삼성E&A,KOSPI,9662800000000,196000000,164083673578,133
039490,키움증권,KOSPI,9547107024000,26228316,65771131570,133
005830,DB손해보험,KOSPI,9530300779500,65500349,40922112179,133
047040,대우건설,KOSPI,9368694146400,410907638,767233414552,133
003490,대한항공,KOSPI,9315982723300,368220661,52479303902,133
352820,하이브,KOSPI,9202330161500,43102249,87370097812,133
036930,주성엔지니어링,KOSDAQ,9152132724900,46481121,309096717525,133
950160,코오롱티슈진,KOSDAQ,9151493400000,84736050,62531069951,133
161390,한국타이어앤테크놀로지,KOSPI,8646479816200,123875069,27583229879,133
003230,삼양식품,KOSPI,8587637100000,7533015,74946963366,133
000880,한화,KOSPI,8383391569100,70507919,35360264086,133
034220,LG디스플레이,KOSPI,8345000000000,500000000,154136043600,133
001440,대한전선,KOSPI,8329685330000,195992596,402689246584,133
353200,대덕전자,KOSPI,7783165687500,49416925,136715347951,133
180640,한진칼,KOSPI,7630928489700,66762279,18903315210,133
000990,DB하이텍,KOSPI,7400130418800,43504588,82434564037,133
036570,NC,KOSPI,7281879436000,21544022,38215755686,133
000250,삼천당제약,KOSDAQ,7084156544000,23457472,216918885808,133
267270,HD건설기계,KOSPI,7082856376600,47921897,62375328523,133
058470,리노공업,KOSDAQ,7072459680000,76211850,104961646778,133
009830,한화솔루션,KOSPI,7013215468800,171892536,201869317390,133
028300,HLB,KOSDAQ,6939627418300,133198223,40800204668,133
326030,SK바이오팜,KOSPI,6922891300000,78313250,48757915024,133
062040,산일전기,KOSPI,6888566250000,30615850,119547203225,133
032640,LG유플러스,KOSPI,6854507871800,424427732,20597324806,133
078930,GS,KOSPI,6744212937000,92895495,21405107659,133
021240,코웨이,KOSPI,6694598499600,70767426,25851479817,133
005385,현대차우,KOSPI,6582150720000,23340960,37477500893,133
128940,한미약품,KOSPI,6495172437000,12810991,58926180120,133
000100,유한양행,KOSPI,6491279481500,79647601,23889585947,133
090430,아모레퍼시픽,KOSPI,6393258558700,58492759,33791364575,133
000500,가온전선,KOSPI,6385642390000,16543115,39276727741,133
087010,펩트론,KOSDAQ,6307343175000,23317350,56581172741,133
377300,카카오페이,KOSPI,6302942415000,135256275,25474064607,133
241560,두산밥캣,KOSPI,6249815438000,95856065,21630077959,133
066970,엘앤에프,KOSPI,6068323050000,40455487,143730744341,133
298380,에이비엘바이오,KOSDAQ,5996257287300,55987463,84069260845,133
108490,로보티즈,KOSDAQ,5936096340000,14657028,100552709350,133
010060,OCI홀딩스,KOSPI,5909128428000,18670232,113525641621,133
141080,리가켐바이오,KOSDAQ,5467768038600,37019418,82670859154,133
336260,두산퓨얼셀,KOSPI,5422880512800,65493726,68420071196,133
029780,삼성카드,KOSPI,5416403154250,115858891,6897282466,133
004170,신세계,KOSPI,5374307989000,9445181,29912903437,133
022100,포스코DX,KOSPI,5366825933700,152034729,23455015279,133
440110,파두,KOSDAQ,5365370171700,50096827,121867437680,133
138930,BNK금융지주,KOSPI,5328315156610,310327033,20904640803,133
039030,이오테크닉스,KOSDAQ,5322045600000,12319550,52078286708,133
011790,SKC,KOSPI,5309135379600,37868298,86054436823,133
001040,CJ,KOSPI,5295625137000,29176998,31087178967,133
088980,맥쿼리인프라,KOSPI,5248985043280,478921993,18267123261,133
018880,한온시스템,KOSPI,5131312760000,1026262552,116822616509,133
271560,오리온,KOSPI,5076439348800,39536132,15109411089,133
004020,현대제철,KOSPI,5050922962250,133445785,50750243717,133
052690,한전기술,KOSPI,4876872000000,38220000,44067459917,133
082740,한화엔진,KOSPI,4873313092800,83447142,69070993952,133
002380,KCC,KOSPI,4812021760000,8592896,20300230679,133
240810,원익IPS,KOSDAQ,4805313907900,49083901,76237507369,133
178320,서진시스템,KOSDAQ,4619664832200,63631747,146975849695,133
175330,JB금융지주,KOSPI,4489847978400,188253584,16590895589,133
095340,ISC,KOSDAQ,4483177767000,21197058,72600433972,133
214370,케어젠,KOSDAQ,4388515500000,53715000,14199747915,133
023530,롯데쇼핑,KOSPI,4359297145500,28288755,18702448247,133
310210,보로노이,KOSDAQ,4287705843000,18402171,31527147450,133
088350,한화생명,KOSPI,4216713150000,868530000,42963097930,133
319400,현대무벡스,KOSDAQ,4126482244950,111376039,95994741862,133
450080,에코프로머티,KOSPI,4079713523900,70705607,106297014167,133
103590,일진전기,KOSPI,4077100845000,47685390,55474644291,133
222800,심텍,KOSDAQ,3911234396400,37463931,72506747167,133
051900,LG생활건강,KOSPI,3731067928000,15291262,17168611181,133
347850,디앤디파마텍,KOSDAQ,3683928762700,43804147,65645562784,133
251270,넷마블,KOSPI,3678862237900,81934571,13774019501,133
403870,HPSP,KOSDAQ,3633545000000,82300000,150494672542,133
020150,롯데에너지머티리얼즈,KOSPI,3524195659900,52365463,23124722177,133
012510,더존비즈온,KOSPI,3494865960000,29123883,11140069566,133
080220,제주반도체,KOSDAQ,3478726133000,34442833,217391076971,133
111770,영원무역,KOSPI,3478450238000,44311468,6903318474,133
489790,한화비전,KOSPI,3418064003000,50488390,66521509375,133
043260,성호전자,KOSDAQ,3368834092500,70922823,103278524715,133
011170,롯데케미칼,KOSPI,3310817430600,42775419,25632951187,133
302440,SK바이오사이언스,KOSPI,3240255638900,78456553,5750885507,133
011780,금호석유화학,KOSPI,3222653332500,25157325,16533507684,133
035250,강원랜드,KOSPI,3217665120000,213940500,10834821092,133
005850,에스엘,KOSPI,3204947880000,46448520,15187364062,133
004800,효성,KOSPI,3168959045100,16740407,12080320546,133
226950,올릭스,KOSDAQ,3166890948000,20300583,60051367504,133
036460,한국가스공사,KOSPI,3129410700000,92313000,11199555070,133
097950,CJ제일제당,KOSPI,3025891386000,15054186,16525735308,133
031210,서울보증보험,KOSPI,3023275193400,69821598,6929318632,133
214450,파마리서치,KOSDAQ,3018192744000,10389648,28124553141,133
010170,대한광통신,KOSDAQ,3000873238000,155485660,613192027593,133
017800,현대엘리베이터,KOSPI,2990567452500,39092385,23349220235,133
145020,휴젤,KOSDAQ,2989880019000,12304033,14321132062,133
001450,현대해상,KOSPI,2966639100000,85248250,18443045282,133
009420,한올바이오파마,KOSPI,2962044174600,52240638,26564686743,133
001720,신영증권,KOSPI,2957556000000,16440000,4731776236,133
131970,두산테스나,KOSDAQ,2887489357200,19327238,55942478659,133
014680,한솔케미칼,KOSPI,2842548750000,11370195,23177655165,133
204320,HL만도,KOSPI,2817427200000,46957120,27854308913,133
357780,솔브레인,KOSDAQ,2815840892000,7778566,22132948075,133
012750,에스원,KOSPI,2815739089800,37999178,5102595214,133
064760,티씨케이,KOSDAQ,2806033416000,11179416,22665996287,133
139130,iM금융지주,KOSPI,2801292727520,160624583,13265935682,133
214150,클래시스,KOSDAQ,2782300856350,65235659,12932020739,133
000155,두산우,KOSPI,2757558780000,3996462,13530669670,133
263750,펄어비스,KOSDAQ,2756232979500,64247855,92243942476,133
067310,하나마이크론,KOSDAQ,2751618956400,66464226,89335285416,133
084370,유진테크,KOSDAQ,2745341831600,22916042,27782063149,133
058610,에스피지,KOSDAQ,2743339432000,22177360,48808605264,133
383220,F&F,KOSPI,2723633032500,38307075,6905661436,133
375500,DL이앤씨,KOSPI,2720161696900,38693623,109994027620,133
457190,이수스페셜티케미컬,KOSPI,2689479608000,30218872,36599963266,133
028670,팬오션,KOSPI,2672847560000,534569512,23280303412,133
005290,동진쎄미켐,KOSDAQ,2640252526800,50970126,52176588560,133
069960,현대백화점,KOSPI,2626606281600,21564912,12140740190,133
319660,피에스케이,KOSDAQ,2624384288400,28966714,35785626944,133
007810,코리아써키트,KOSPI,2614105580000,23982620,35678667590,133
001740,SK네트웍스,KOSPI,2575625534760,200593889,74825856035,133
237690,에스티팜,KOSDAQ,2574301449200,20861438,22755479945,133
004990,롯데지주,KOSPI,2511527155200,99663776,7982687130,133
032820,우리기술,KOSDAQ,2496855456300,171605186,414212390060,133
009970,영원무역홀딩스,KOSPI,2447411668100,13499237,3968383161,133
139480,이마트,KOSPI,2439470399600,27595819,23083700109,133
007340,DN오토모티브,KOSPI,2416498724500,58510865,13839948834,133
006360,GS건설,KOSPI,2413398018000,85581490,102277142279,133
026960,동서,KOSPI,2402770000000,99700000,2336327093,133
082920,비츠로셀,KOSDAQ,2380322542500,45339477,41996853582,133
000240,한국앤컴퍼니,KOSPI,2363887476000,94935240,3119791716,133
439260,대한조선,KOSPI,2338648022000,38088730,16872119435,133
483650,달바글로벌,KOSPI,2336721521000,12469165,36428851856,133
004370,농심,KOSPI,2329651886000,6082642,9365321160,133
257720,실리콘투,KOSDAQ,2327956946000,65576252,30362285864,133
085620,미래에셋생명,KOSPI,2325096000000,135180000,8806920596,133
003690,코리안리,KOSPI,2315045506100,176721031,5782278698,133
011210,현대위아,KOSPI,2297984513500,27195083,23242261769,133
282330,BGF리테일,KOSPI,2290117545000,17283906,7897646340,133
131290,티에스이,KOSDAQ,2262062230500,11061429,16929079686,133
051600,한전KPS,KOSPI,2247750000000,45000000,13526864286,133
008930,한미사이언스,KOSPI,2229564530000,68391550,4806515164,133
098460,고영,KOSDAQ,2217548586500,68654755,128410920683,133
071970,HD현대마린엔진,KOSPI,2211681474000,33921495,28735289857,133
218410,RFHIC,KOSDAQ,2188003620800,26553442,61355225350,133
031980,피에스케이홀딩스,KOSDAQ,2169176937000,21562395,25481121840,133
100790,미래에셋벤처투자,KOSDAQ,2148891445300,53124634,201352697577,133
290650,엘앤씨바이오,KOSDAQ,2125212675200,26969704,18912553398,133
030000,제일기획,KOSPI,2117908952250,115041225,8311620788,133
007070,GS리테일,KOSPI,2111087228750,83607415,4869360430,133
081660,미스토홀딩스,KOSPI,2105091456000,53091840,6671173360,133
083650,비에이치아이,KOSDAQ,2091839750000,30944375,43537959417,133
103140,풍산,KOSPI,2090611138800,28024278,30525094206,133
00680K,미래에셋증권2우B,KOSPI,2074800000000,136500000,12451690213,133
018670,SK가스,KOSPI,2064365412000,9257244,9309630375,133
068760,셀트리온제약,KOSDAQ,2051387738400,44402332,5052197010,133
008770,호텔신라,KOSPI,2044827104100,39248121,23436414105,133
095610,테스,KOSDAQ,2025056000000,19360000,34816329690,133
066575,LG전자우,KOSPI,2015366372700,17181299,30996469625,133
229640,LS에코에너지,KOSPI,1984492159200,30624879,23543958350,133
120110,코오롱인더,KOSPI,1982427318400,29946032,31226697783,133
007390,네이처셀,KOSDAQ,1981377972000,64435056,13712797753,133
030530,원익홀딩스,KOSDAQ,1981154212650,77237981,41428416282,133
005440,현대지에프홀딩스,KOSPI,1972189407650,155904301,5386327300,133
035900,JYP Ent.,KOSDAQ,1972053306000,35532492,12450950805,133
161890,한국콜마,KOSPI,1968663421800,23605077,20725239135,133
078600,대주전자재료,KOSDAQ,1962760968000,15577468,60926279410,133
097230,HJ중공업,KOSPI,1941349896000,90295344,56272836451,133
192820,코스맥스,KOSPI,1929416530000,11349509,17436207847,133
140860,파크시스템스,KOSDAQ,1925678975000,7002469,13000443724,133
140410,메지온,KOSDAQ,1923824171100,30392167,32164834485,133
000120,CJ대한통운,KOSPI,1913955661600,22812344,7538394751,133
112610,씨에스윈드,KOSPI,1910364555900,42171403,38701490813,133
009155,삼성전기우,KOSPI,1831399920000,2906984,22725261720,133
322000,HD현대에너지솔루션,KOSPI,1826720000000,11200000,221055090527,133
089030,테크윙,KOSDAQ,1811923240500,37053645,107225237055,133
001430,세아베스틸지주,KOSPI,1796692161900,35862119,20367199474,133
041510,에스엠,KOSDAQ,1792654227000,22894690,9435552575,133
462870,시프트업,KOSPI,1786024653000,58654340,2546105729,133
181710,NHN,KOSPI,1745742308700,32753139,5646570280,133
060370,LS마린솔루션,KOSDAQ,1713434411200,52238854,16444907827,133
023590,다우기술,KOSPI,1688205168000,43287312,2918225595,133
002790,아모레퍼시픽홀딩스,KOSPI,1678257051000,76458180,3640871267,133
096530,씨젠,KOSDAQ,1663397908900,52225994,10179196213,133
347700,스피어,KOSDAQ,1651464912500,50814305,67234419169,133
001800,오리온홀딩스,KOSPI,1647574598600,62645422,4022186375,133
031330,에스에이엠티,KOSDAQ,1626919740090,99995067,15880091109,133
017960,한국카본,KOSPI,1612306363200,51676486,31828354843,133
039200,오스코텍,KOSDAQ,1606843392000,38258176,14883299167,133
005070,코스모신소재,KOSPI,1602603050750,33214571,15772094967,133
445680,큐리옥스바이오시스템즈,KOSDAQ,1598182389500,17203255,20498658917,133
420770,기가비스,KOSDAQ,1589540053200,12675758,14822451903,133
323280,태성,KOSDAQ,1584921162000,30537980,29495855195,133
090360,로보스타,KOSDAQ,1548300000000,9750000,21410069811,133
437730,삼현,KOSDAQ,1547329269600,31707567,15194830619,133
006280,녹십자,KOSPI,1541454362200,11686538,7964082133,133
298020,효성티앤씨,KOSPI,1540654792000,4327682,17762420862,133
395400,SK리츠,KOSPI,1529169509600,301017620,2730755178,133
006040,동원산업,KOSPI,1514030091700,44140819,2475896529,133
001120,LX인터내셔널,KOSPI,1507764000000,38760000,10330672788,133
361610,SK아이이테크놀로지,KOSPI,1493432446000,81787100,5088483817,133
003540,대신증권,KOSPI,1486436842600,49219763,5159383785,133
077970,STX엔진,KOSPI,1481463524700,40148063,30648978370,133
192080,더블유게임즈,KOSPI,1480025413200,21173468,5167647957,133
032500,케이엠더블유,KOSDAQ,1476709535000,42191701,25360607785,133
032350,롯데관광개발,KOSPI,1436806605700,79601474,14155233499,133
020560,아시아나항공,KOSPI,1425455720120,205990711,1117600189,133
069620,대웅제약,KOSPI,1425148725000,11586575,4694701211,133
099320,쎄트렉아이,KOSDAQ,1417095373200,10951278,27643350815,133
073240,금호타이어,KOSPI,1378849377600,287260287,3942521629,133
475830,오름테라퓨틱,KOSDAQ,1370398802500,21513325,23109272700,133
101490,에스앤에스텍,KOSDAQ,1367565743900,21334879,23911971512,133
003570,SNT다이내믹스,KOSPI,1353384767900,33252697,6263332806,133
127120,제이에스링크,KOSDAQ,1345027637100,34621046,8707619801,133
089970,브이엠,KOSDAQ,1342642129000,24771995,24290832539,133
397030,에이프릴바이오,KOSDAQ,1341612229800,23413826,18106901839,133
189300,인텔리안테크,KOSDAQ,1341113375300,10737497,25784543550,133
007310,오뚜기,KOSPI,1324587815000,4007830,2259834825,133
090710,휴림로봇,KOSDAQ,1306861735180,119457197,135087429435,133
294870,IPARK현대산업개발,KOSPI,1301010694200,65907330,7077556275,133
195870,해성디에스,KOSPI,1293700000000,17000000,20340008751,133
417200,LS머트리얼즈,KOSDAQ,1288106627360,67652659,107726592267,133
388720,유일로보틱스,KOSDAQ,1281810336000,11781345,7754500091,133
475150,SK이터닉스,KOSPI,1279216000200,34067004,119035619781,133
038500,삼표시멘트,KOSDAQ,1276649899980,107916306,88552825845,133
030610,교보증권,KOSPI,1269547385540,113962961,2061568166,133
034230,파라다이스,KOSPI,1267169945760,92629382,10557470661,133
004000,롯데정밀화학,KOSPI,1255170000000,25800000,6329445256,133
232140,와이씨,KOSDAQ,1254473401500,82045350,20478719997,133
027360,아주IB투자,KOSDAQ,1250220589920,121145406,196413183814,133
036540,SFA반도체,KOSDAQ,1249898302800,164460303,68673443649,133
003530,한화투자증권,KOSPI,1244377095000,214547775,33564358870,133
051915,LG화학우,KOSPI,1242510080000,7688800,7232497558,133
012630,HDC,KOSPI,1224705280500,59741721,3983526124,133
003380,하림지주,KOSDAQ,1220861268900,112005621,19923186425,133
295310,에이치브이엠,KOSDAQ,1209945474600,12027291,36448565880,133
195940,HK이노엔,KOSDAQ,1206853356600,28329891,8094565229,133
466100,클로봇,KOSDAQ,1206767928600,25459239,20365717644,133
415640,KB발해인프라,KOSPI,1199720914920,122545548,1242946381,133
006110,삼아알미늄,KOSPI,1197777636000,15123455,34239569017,133
085660,차바이오텍,KOSDAQ,1193771342640,92972846,7476084647,133
281820,케이씨텍,KOSPI,1181980061700,19798661,8576899173,133
065350,신성델타테크,KOSDAQ,1179061369200,27483948,8238512298,133
082640,동양생명,KOSPI,1170469357500,156062581,3622707053,133
